Posted on: 2023-01-19; at: 23:03,PREFECTIO,"ICYMI @anna__geller joined the Adventures in DevOps podcast earlier this month to chat #Scheduling vs #EventDriven #DataPipelines

Listen to the episode and let us know what your data pipeline(s) looks like. 

https://t.co/SVSGGDU0mY",2023-01-19 23:03:47+00:00
Posted on: 2023-01-18; at: 21:16,PREFECTIO,"🔔Today we’re releasing Automations.

You can move beyond proactive scheduling-based approaches - into a world where your stack can react automatically and dynamically to observed events. 

https://t.co/LpS6L9xpJ9

#triggers #actions #observability #automation #dataengineering",2023-01-18 21:16:59+00:00
Posted on: 2023-01-10; at: 20:23,PREFECTIO,Shout out to our very own @anna__geller 🎉 You won't want to miss this episode of @DevOpsPodcast 🎧 https://t.co/ifiTgwJ27B,2023-01-10 20:23:35+00:00
Posted on: 2022-11-10; at: 17:57,PREFECTIO,@gmiretti We first announced our open source launch at @PyDataDC so PyData conferences have always been special to us - thanks for the shoutout!,2022-11-10 17:57:28+00:00
Posted on: 2023-01-25; at: 23:00,SCYLLADB,"Want to learn how to build a #DynamoDB compatible apps that can be deployed anywhere you want? Our on-demand webinar provides a technical roadmap to help you get the most out of your current database infrastructure: https://t.co/7cvaBdfjez

#ScyllaDB #NoSQL https://t.co/TZAru6NLhQ",2023-01-25 23:00:56+00:00
Posted on: 2023-01-25; at: 19:01,SCYLLADB,"If you have scaling issues or concerns, do not miss our January 26 webinar with @TomerSand and @PeterCorless. They'll share how enterprise companies are beating scaling challenges and have an interactive Q&amp;A for you to participate in. https://t.co/gUKZwkAYmp

#ScyllaDB #NoSQL https://t.co/c1OVcbaj4k",2023-01-25 19:01:35+00:00
Posted on: 2023-01-20; at: 21:00,SCYLLADB,".@Percona Founder @PeterZaitsev will explain how database complexities are forever changing the way we look at systems and operations at our free #ScyllaDB Summit on February 15-16. Secure your spot at our virtual event today &gt; https://t.co/fPvNtt7PUC

#opensource #database https://t.co/j5vhWpJfBd",2023-01-20 21:00:09+00:00
Posted on: 2023-01-19; at: 16:03,SCYLLADB,"The #ScyllaDB Summit agenda is filled with talks from our open source users, commercial customers, and technical leaders and innovators. @PeterCorless shares what attendees can expect from our free and virtual two-day interactive conference. https://t.co/ivmiJJ7c40

#NoSQL",2023-01-19 16:03:53+00:00
Posted on: 2023-01-18; at: 19:01,SCYLLADB,"Join @TomerSand and @PeterCorless for a chat about navigating the technical ecosystem and database architectural challenges. They'll share lessons learned from #ScyllaDB, #PostgreSQL, #Cassandra, #Bigtable &amp; #DynamoDB during their free webinar on Jan. 26. https://t.co/gUKZwkAqwR https://t.co/CCWg4y1bf3",2023-01-18 19:01:35+00:00
Posted on: 2023-01-16; at: 19:01,SCYLLADB,"Experiencing traffic jams with your data? Pavel Emelyanov will describe how the data slowdown effect happens and what can be done to resolve it during a free webinar with @linuxfoundation on January 17. Secure your spot today &gt; https://t.co/06L0YEvXeN

#ScyllaDB https://t.co/ejiEiFLg38",2023-01-16 19:01:46+00:00
Posted on: 2023-01-13; at: 02:00,SCYLLADB,"At our free #ScyllaDB Summit, @thatDotinc's Director of Engineering, Matthew Cullum, will share how to build an event processing pipeline that scales to millions of events per second with sub-millisecond latencies. Don't miss this session; sign up today: https://t.co/zn3PN8xZk8 https://t.co/pnuVOT7wyT",2023-01-13 02:00:17+00:00
Posted on: 2023-01-12; at: 22:01,SCYLLADB,"Has your company's data flow ever slowed down for no apparent reason? Pavel Emelyanov will dive into this phenomenon that can impact computer networking or storage I/O during a free webinar with @linuxfoundation on January 17. Register today &gt; https://t.co/06L0YEvXeN

#ScyllaDB https://t.co/RR6aOvy5zi",2023-01-12 22:01:49+00:00
Posted on: 2023-01-10; at: 22:01,SCYLLADB,"Has your company's data flow ever slowed down for no apparent reason? Pavel Emelyanov will dive into this phenomenon that can impact computer networking or storage I/O during a free webinar with @linuxfoundation on January 17. Register today &gt; https://t.co/06L0YEvXeN

#ScyllaDB https://t.co/XrTZCXjdH9",2023-01-10 22:01:40+00:00
Posted on: 2023-01-05; at: 16:03,SCYLLADB,"Has your company's data flow ever slowed down for no apparent reason? Pavel Emelyanov will dive into this phenomenon that can impact computer networking or storage I/O during a free webinar with @linuxfoundation on January 17. Register today &gt; https://t.co/06L0YEvXeN

#ScyllaDB https://t.co/ST6YdRhUWf",2023-01-05 16:03:30+00:00
Posted on: 2023-01-23; at: 22:00,SNOWFLAKEDB,"Marketing data integration gives you unparalleled visibility into the overall impact of a campaign, event or other marketing effort. 

So no wonder it was one of the top use cases discovered when Snowflake analyzed usage patterns for over 6,000 customers https://t.co/JMqan19Iaj",2023-01-23 22:00:06+00:00
Posted on: 2023-01-18; at: 17:01,SNOWFLAKEDB,"#SnowflakeSummit 2023 is happening from June 26-29 in Las Vegas, and we've created some fantastic partnership opportunities for all of our valuable partners! Reserve your spot to ensure you're at the biggest Snowflake event of the year https://t.co/wR0O1ecv5Q https://t.co/Og2bQXucpd",2023-01-18 17:01:24+00:00
Posted on: 2023-01-04; at: 18:00,SNOWFLAKEDB,"📢 Snowflake is calling all Data Analysts! 

The BETA registration has opened for the SnowPro Advanced: Data Analyst Certification (with a reduced fee to boot!) 

Check out the link to learn more: https://t.co/FrIb2AASBU https://t.co/zNd3c9zo9p",2023-01-04 18:00:19+00:00
Posted on: 2023-01-23; at: 17:00,SQLSERVER,Check out this new Microsoft Certification to prove your database administration skills span from on-premises to the #Cloud: https://t.co/Zl2B9gRVyS https://t.co/DmDZC5WjVD,2023-01-23 17:00:02+00:00
Posted on: 2022-12-05; at: 20:00,SQLSERVER,"Modernize your data platform on your terms.

Register for the webinar to get product demos and learn about new features in #AzureSQL Managed Instance that provide increased flexibility: https://t.co/aGrpcIdQNt https://t.co/4OLhzZeM2l",2022-12-05 20:00:01+00:00
Posted on: 2022-11-17; at: 00:00,SQLSERVER,Learn more about the various ways to connect and run SQL Server with #Azure in Bob Ward’s session on December 7 at the Azure + AI Conference: https://t.co/nXEQ3G6NHV https://t.co/yb1dWg8c4p,2022-11-17 00:00:00+00:00
Posted on: 2022-11-10; at: 18:30,SQLSERVER,"🔑🎵 Heads up!

Rohan Kumar—Corporate Vice President, Azure Data—gives a preview of his #PASSDataCommunitySummit 2022 keynote on the blog. Read about what's coming and register for the event on November 16: https://t.co/QzgGu0ZTxt #SQLServer #AzureSQL https://t.co/m33I0anhjw",2022-11-10 18:30:02+00:00
Posted on: 2022-11-05; at: 16:00,SQLSERVER,"On-demand webinar alert! 🚨

Tune in to:
✔️ Understand optimal scenarios for SQL Managed Instance
✔️ See demos of real performance gains
✔️ Learn about modern cloud authentication (without changing your apps!)

Register: https://t.co/CcFBd9LVgu #AzureSQL #SQLServer",2022-11-05 16:00:04+00:00
Posted on: 2022-09-24; at: 18:43,SQLSERVER,"@edgaracostahe Hello there, we'll translate to the best of our ability, but can only respond in English. You can find our certifications and exams here: https://t.co/0UAAWyJQ53",2022-09-24 18:43:56+00:00
Posted on: 2023-01-26; at: 00:46,TABLEAU,"Share your data chops at Tableau Conference 2023.

The Call for Participation opens in early February—your chance to submit a session proposal and nominate yourself or leaders to speak at TC23. #Data23

Sign up to be the first to know. https://t.co/VkCVLvvGax https://t.co/bswi5GOv7G",2023-01-26 00:46:53+00:00
Posted on: 2023-01-24; at: 19:01,TABLEAU,"The stories we tell with data have impact. Inspired by the Do No Harm Guide developed by @urbaninstitute, take the badge to learn how to present data more equitably and inclusively. https://t.co/yQ3kCvcd91 https://t.co/FdajJgEHTu",2023-01-24 19:01:03+00:00
Posted on: 2023-01-19; at: 21:00,TABLEAU,Fast track you Tableau Certification at #TDX23. Register for bootcamp for three days of learning with your developer community led by Tableau experts. https://t.co/ukKxUVhEl8 https://t.co/2OmaSe9iUu,2023-01-19 21:00:24+00:00
Posted on: 2023-01-13; at: 21:07,TABLEAU,"The #DataFam Roundup brings together the latest data tips, visualizations, and events from the Tableau Community. 

Learn something new from the DataFam: https://t.co/fXLdCAN7CM https://t.co/1C4Rbg2LCN",2023-01-13 21:07:59+00:00
Posted on: 2023-01-11; at: 02:29,TABLEAU,"We agree, #DataFam: 3 &gt; 2.

Join data leaders and viz whizzes for three days of learning and connection at Tableau Conference, May 9-11, 2023. #Data23

https://t.co/VkCVLvvGax https://t.co/nhly3K7Hs6",2023-01-11 02:29:34+00:00
Posted on: 2022-12-27; at: 15:00,TABLEAU,"The time is ticking, Tableau Developers—save BIG on the ultimate learning experience at #TDX23. Register within the next 7 days to secure the lowest price on your full-conference pass. https://t.co/6FA4M9FOTb https://t.co/QHfQuPPO54",2022-12-27 15:00:31+00:00
Posted on: 2022-12-21; at: 21:50,TABLEAU,"Save the data!

Get ready for the most wonderful time of the year! Mark your calendars to connect with the #DataFam at Tableau Conference: May 9-10, 2023. #Data23

https://t.co/VkCVLvv8kZ https://t.co/arm6283mW2",2022-12-21 21:50:11+00:00
Posted on: 2022-11-29; at: 18:15,THECUBEJS,"Sorry for the typo🤦, the workshop date is December 7 as it shows on the event page.",2022-11-29 18:15:38+00:00
Posted on: 2022-11-29; at: 16:37,THECUBEJS,"We're excited that @DigitalLuiggi from @metabase will be joining us for our workshop on December 8 to discuss building modern and open source analytics solutions with @thecubejs  🚀

Reserve your spot for the event at https://t.co/ycUFHdXIpU 👈🏽 https://t.co/oU6hkvweos",2022-11-29 16:37:01+00:00
Posted on: 2022-10-27; at: 16:29,THECUBEJS,We're also hosting a webinar in December. Tune in to learn more about self-serve analytics with Cube and Metabase: https://t.co/aywXlsAWI4,2022-10-27 16:29:36+00:00
Posted on: 2022-10-03; at: 19:15,THECUBEJS,Join Cube's @igorlukanin and Preset's Shreesham Mukherjee at our joint 60-minute webinar tomorrow. We'll respectfully unbundle Looker and demo Cube with Apache Superset ↓ https://t.co/N0QJzCDEkQ,2022-10-03 19:15:17+00:00
Posted on: 2022-09-28; at: 15:28,THECUBEJS,"We promise, it's going to be just as cozy as the recent Data, Dev &amp; Drive in-person event but Luka Lovosevic and Igor Lukanin @igorlukanin have prepared something great demos, too https://t.co/vseMA3nHkt",2022-09-28 15:28:48+00:00
Posted on: 2022-09-28; at: 15:28,THECUBEJS,"Join Cube and @FireboltHQ at our webinar on building lightning-fast data apps ⚡️⚡️⚡️

Hurry up, we're kicking it off in 30 minutes!

https://t.co/u8eF1Tizfr",2022-09-28 15:28:45+00:00
Posted on: 2023-01-19; at: 03:30,THOUGHTSPOT,"You heard it here first, dashboards are dead.

Find out why and more importantly how you can deliver a better live analytics experience to your users. Tune into our webinar happening on Asia Pacific time zone, 3 pm AEDT 31 January. 
RSVP here:
https://t.co/3AXgCUYPGc https://t.co/2lu5iBgwMP",2023-01-19 03:30:00+00:00
Posted on: 2023-01-11; at: 20:50,THOUGHTSPOT,"Catch up with @BIscorecard as she reflects on #TheDataChief’s top hits for 2022— #podcast edition. 

Thank you to all of our guests and listeners who made season 3 a success!  https://t.co/kB5w3KGKdh https://t.co/Jr4DhZxXGE",2023-01-11 20:50:29+00:00
Posted on: 2023-01-05; at: 17:56,THOUGHTSPOT,Congratulations @BIScorecard and #TheDataChief team for being recognized by the @dataliteracycom &amp; @DataRemixed community as 2022's most interesting data podcast. Here's to many more insightful discussions with today's modern data leaders 🏆👏 https://t.co/qnFcZeqa8I,2023-01-05 17:56:12+00:00
Posted on: 2022-12-14; at: 07:30,THOUGHTSPOT,"We're back with the #WinterCodex2022 hackathon, and can't wait to see some of the ideas and demos from our #spotters across our global offices. Here’s how the teams are bonding during our semi-annual hackathon event. Stay tuned for more updates!
#LifeAtThoughtSpot https://t.co/1XmTLMhl4A",2022-12-14 07:30:50+00:00
